App_ID,게임명,기존_대분류,기존_세부분류,최종_대분류,최종_세부분류,판정근거
1582427876,桃源深处有人家,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
6446662347,梦幻魔法屋,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
1612426573,梦想城镇 - Township,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
1512355786,楼下的早餐店：美食烹饪游戏,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
1498402704,江南百景图,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
1024000488,浪漫庄园(自由创造你的梦想),경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
6755228041,潜水员戴夫,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
6450415341,猫咪和汤,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
6757172630,疯狂水世界,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
6740850085,米姆米姆哈,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
6758001864,织梦森林-种一朵花，织一场梦,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
882507985,萌龙大乱斗,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
1318141267,辐射：避难所Online,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
6446884897,这城有良田,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
1170455562,迷你世界,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
947276663,逗趣医院,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
1634133454,飞龙岛历险记,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션,경영/시뮬레이션 세부분류 단일화
1219233424,QQ炫舞,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1495166402,偶像梦幻祭2,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1189867080,刀剑乱舞-Online-,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1554443522,初音未来：缤纷舞台,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1097465856,劲舞时代-网易云音乐现已接入,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
6740476446,唱舞星计划-和TA一起炫动舞台,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1361473095,喵斯快跑,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1364280705,心舞-甜蜜社交音舞,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
965604608,拳皇97OL- 登录领不知火舞,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
6466390901,旋转音律 Rotaeno,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1300107673,梦想协奏曲！少女乐团派对！,리듬게임,리듬게임,리듬게임,리듬게임,걸즈 밴드 리듬 게임
1036661603,滚动的天空,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1316371918,炫舞浪漫爱,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
493901993,节奏大师,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
1316883372,音乐世界赛特斯2,리듬게임,리듬게임,리듬게임,리듬게임,음악/댄스 → 리듬게임 대분류/세부분류 통일
6474127167,世界之外,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
6747174061,云·恋与深空,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1552333447,以闪亮之名,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1439754823,光与夜之恋,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
6468249909,四季合合,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1442186199,天谕,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1663110627,奇点时代,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
958022253,奇迹暖暖,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1470203342,奥特曼宇宙英雄 - 80种奥特曼大集结！,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
6526484451,如鸢,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1343686664,宫廷计手游,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1596206011,小森灵-森林合成家,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
6754075491,小花仙：拉贝尔之约,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1168652038,开心火锅店-好玩的美食模拟经营,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1258524226,恋与制作人,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1618911882,恋与深空,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1564060033,我本千金,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
6502622479,无限暖暖,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
6752632961,时尚百货城,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1467163363,时空中的绘旅人,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1507310279,未定事件簿,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1556398223,杜拉拉升职记,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1022258543,梦王国与沉睡的100王子,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1527968237,浮生忆玲珑,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
6695736755,瞬搭,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1527690704,绝对演绎,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1523282795,花亦山心之月,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1455833480,闪耀暖暖,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1544031895,闪耀！优俊少女,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
6444305375,麦吉大改造,여성향 게임,여성향 게임,여성향 게임,여성향 게임,여성향 게임 세부분류 단일화
1632344522,元梦之星,캐주얼,경쟁/파티,캐주얼,경쟁/파티,소셜 파티/UGC 경쟁 게임
1344733855,光·遇,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
6478924760,动物王者：萌兽派对,캐주얼,경쟁/파티,캐주얼,경쟁/파티,동물 캐릭터 기반 캐주얼 아레나 경쟁
1658934469,太空杀-嘉年华,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
1434798394,奇葩战斗家,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
6466403436,山西扣点点--经典扣点点玩法回归,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
1527353928,扣点点--正宗扣点点玩法来袭,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
1471085940,推理学院-聚会派对，休闲游戏合集！,캐주얼,경쟁/파티,캐주얼,경쟁/파티,보드/추리 기반 멀티 파티 게임
6475333544,暴吵萌厨,캐주얼,경쟁/파티,캐주얼,경쟁/파티,협동 요리 파티 게임
6739037227,爆裂小队,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
954751394,猫和老鼠,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
1636463825,皮卡堂之梦想起源,캐주얼,경쟁/파티,캐주얼,경쟁/파티,소셜 시뮬레이션/파티 커뮤니티 게임
1504236603,荒野乱斗,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
1544884479,蛋仔派对,캐주얼,경쟁/파티,캐주얼,경쟁/파티,오리지널 소셜 파티/UGC 경쟁 게임
6544797261,超自然行动组,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
1409592512,逃跑吧！少年,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
1326730621,香肠派对,캐주얼,경쟁/파티,캐주얼,경쟁/파티,캐주얼 배틀로얄/멀티 경쟁 파티 성격
6740756173,鹅鸭杀,캐주얼,경쟁/파티,캐주얼,경쟁/파티,기존 캐주얼 세부분류 6종 유지/정규화
995122577,地铁跑酷 -海底列车进站中,캐주얼,러닝,캐주얼,러닝,기존 캐주얼 세부분류 6종 유지/정규화
653350791,天天酷跑,캐주얼,러닝,캐주얼,러닝,기존 캐주얼 세부분류 6종 유지/정규화
1020071295,忍者必须死3,캐주얼,러닝,캐주얼,러닝,기존 캐주얼 세부분류 6종 유지/정규화
1047961826,疯狂动物园-跑酷牛仔向前冲,캐주얼,러닝,캐주얼,러닝,기존 캐주얼 세부분류 6종 유지/정규화
1184159988,元气骑士,캐주얼,로그라이크,캐주얼,로그라이크,기존 캐주얼 세부분류 6종 유지/정규화
6532613907,冒险者日记,캐주얼,로그라이크,캐주얼,로그라이크,기존 캐주얼 세부분류 6종 유지/정규화
6740221237,发条总动员,캐주얼,로그라이크,캐주얼,로그라이크,기존 캐주얼 세부분류 6종 유지/정규화
6468896590,小鸡舰队出击,캐주얼,로그라이크,캐주얼,로그라이크,기존 캐주얼 세부분류 6종 유지/정규화
1670099181,弓箭传说,캐주얼,로그라이크,캐주얼,로그라이크,기존 캐주얼 세부분류 6종 유지/정규화
6532613807,弓箭传说2,캐주얼,로그라이크,캐주얼,로그라이크,기존 캐주얼 세부분류 6종 유지/정규화
1628270358,弹壳特攻队,캐주얼,로그라이크,캐주얼,로그라이크,기존 캐주얼 세부분류 6종 유지/정규화
1612246166,霓虹深渊：无限,캐주얼,로그라이크,캐주얼,로그라이크,기존 캐주얼 세부분류 6종 유지/정규화
1501671346,一念逍遥·萌兽服,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6749241301,三国大冒险,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1464502983,不休的乌拉拉,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6744438020,不朽箴言,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6742528029,云海之下,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1070092192,仙境传说RO：天天打波利,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6470340918,冒险大作战,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6446892071,冲啊原始人,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6447610671,凡人传说-官方版,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1638926230,出发吧麦芬,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1481453488,剑与远征 - AFK,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6751926149,口袋斗罗大陆,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1516958246,天境传说-轻松放置福利拉满,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6444930101,天姬变-角色扮演挂机异次元手游,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6450645450,寻道大千-小妖砍树能修仙,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6749888113,山海传说,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6741894816,指尖无双,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1153461915,放置奇兵,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1240648355,暴走英雄坛-自由武侠世界放置江湖,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1507966188,最强蜗牛-休闲放置佳作,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6449214722,次神：光之觉醒-动作冒险休闲闯关游戏,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6472133123,欢乐战三国,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6476490214,洛伊的移动要塞,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
6747741181,烈焰觉醒-2025全新正版完美画质传奇,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1450376096,热血神剑-国风武侠世界 怀旧江湖情缘,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1637377185,超能世界,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1565518179,这就是江湖,캐주얼,방치,캐주얼,방치,기존 캐주얼 세부분류 6종 유지/정규화
1208561922,《喵星大作战》,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1262982086,一起来捉妖,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
6747479318,冒险之星,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1638309128,圈了个地 - 院长模拟器,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
6471837913,宫爆：老奶奶家族篇,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1397824035,小镇大厨 - 模拟餐厅经营美食烹饪游戏,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1548849181,开心大碰撞,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
6448554155,我比武特牛,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
6738984813,数码宝贝：源码,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
593369632,时空猎人-猫女觉醒,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1099088440,火柴人联盟2,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
930574573,狙击行动：代号猎鹰,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1464496261,花儿爱消除,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1088179585,葫芦娃 - 经典国漫上美影正版授权游戏,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1551614000,迷你枪战精英,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
606190854,钢铁力量,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1000619473,饥饿鲨：进化,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
983122251,魂斗罗:归来,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
6746403259,魔力宝贝回忆—魔法之巅,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
598581396,Kingdom Rush Frontiers 塔防史诗冒险,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6739035544,一步两步,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6753840575,不服来通关 - 策略塔防 割草闯关游戏,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6737974680,保卫向日葵,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
1123876959,保卫萝卜4,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6744306036,全境守卫,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
1673001884,勇闯要塞,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6760402564,占城大师 - 策略塔防 攻城模拟器,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6748527570,奔奔王国,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6448249135,守塔不能停,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
1197076384,帝国守卫战 (Realm Defense),캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6587552949,快来当领主,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6743782337,我是大主公,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6499200309,梦境护卫队,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
639516529,植物大战僵尸2,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6444782083,王国保卫战4,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6749045841,王国保卫战5,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6746191325,英雄大对决,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6752552410,遗弃之地,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
1546593130,随机冲突：土豆英雄,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6466376296,颜色大作战 - 不服来通关 红蓝休闲塔防游戏,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6737184267,龙石战争—群城竞逐共争霸主,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
